,parent_asin,rating,text,user_id,date,title,price,average_rating,rating_number,categories,features,description,main_category,store,sentiment_score
557,B01BLSK37E,5.0,"Nice, thick and warm. I like more of a form fitting sweater so I bought the small. I'm about 155lbs but with a pretty big chest (I work out a lot) and in relatively good shape. The small fits really well - tshirt underneath - my wife was shocked at how nice a sweater it is. I may buy more styles of this brand.",AGUWE3YJDR3Z46V6S4OJVM74NWAQ,2018-10-13,Leif Nelson Men's Knitted Sweater - Slim Pullover Sweaters for Men with Hoodie,64.99,4.5,7669,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Sweaters', 'Pullovers']","['Lace Up closure', 'Stay Cozy & Look Cool - Staying warm has never looked this cool! This sweater for men has a hoodie and turtleneck for ample coverage against the cold. The fitted waist and wrists help retain heat.', 'Timeless & Modern - With its classic silhouette, this knit sweater is a wardrobe staple you can wear for many years. The wood-style buttons and the drawstring hoodie add a rugged and modern aesthetic.', ""Flattering Fit - Featuring a slim and tapered fit, this men's sweater is designed to flatter all body types. It is made of 93% polyester and 7% cotton which retains its shape and withstands wrinkles."", ""Made For You - Available in a range of sizes from Small to 4X-Large, our men's pullover sweaters will match your personal style. Choose from 6 sleek colors: Black, Brown, Gray, Red, Beige, and Dark Blue."", ""Cool Gift Idea - Surprise your boyfriend, brother, or dad with this stylish pullover sweater. Made in Europe, it is a great present for birthdays, Christmas, Father's Day, and anniversaries.""]",[],AMAZON FASHION,Leif Nelson,1
558,B01BMYWHNU,5.0,Perfect,AEBTQLP4HAX2NLH6XUC3DQBARLTQ,2016-12-21,Womens Cut Out Strappy Buckle Sling Back Chunky High Heel Sandals,,3.7,110,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Sandals']",[],[],AMAZON FASHION,SNJ,1
559,B01BY8NWUQ,5.0,Comfy and cushy toe to calf! 8-15mmHg graduated compression. Arch support! Roomy toe box. Definitely a wear all day sock. They are long in the foot and calf. I’m 5”6 and my calf is 19” and my feet are 10 1/2 W. No problem getting them on. No squished toes. Can roll the top of the calf over if I want. I’m in love ! Buying more! Probably could size down but I’m not gonna.<br />* 06/09/18 ordered down a size to large. Perfect. Not too long in foot or calf .,AE2IJMIHM4XRZXU3TW3JKZVHDTJQ,2018-06-05,FoxRiver Fatigue Fighter Medium-Weight Work Over-The-Calf Socks,15.0,4.5,311,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Active', 'Base Layers & Compression', 'Compression Socks']","['100% Nylon', 'Made in the USA and Imported', 'No Closure closure', 'Machine Wash', 'FEEL THE RELIEF: Whether you’reworking traveling or lounging Fatigue Fighter over the calf socks give you deserved relief The gentle 8-15mmHg graduated compression improves circulation to reduce fatigue improve recovery & help reduce swelling', '28X MORE DURABLE THAN COTTON: Our unique UltraSpun polyester has superior breathability is designed to pill less and provides enhanced shape retention We’ve also reinforced the heel & toe for impressive durability 60% polyester, 35% nylon, 5% spandex', 'YOUR FEET STAY DRY: Experience the comfort enhancing power of our exclusive Wick Dry technology It removes moisture build up and keeps feet dry reducing hot spots and the friction that causes blisters Slip into genuine moisture wicking socks', 'A FIT THAT REMEMBERS: Our URfit system gives these medium compression socks for men & women a fit like no other Memory knit construction ensures the socks hold their shape through it all while special spandex compression zones provide comfy support', 'AMERICAN MADE SINCE 1900: We’ve been a part of the lives of hard working folk & outdoor lovers for well over a century And we continue to exceed expectations right in the USA All our products are guaranteed against manufacturing defects for 1 year', 'Sport type: outdoor lifestyle']","[""These mens/unisex compression socks are USA made and of the highest quality. It's graduated compression on the foot & leg helps promote blood flow & resist fatigue. Wick dry technology quickly draws moisture from the foot. These all weather over-the-calf medium weight socks feature contoured rib top holds sock in place to eliminate slippage, spandex compression zones add support and keep sock in place all day long, Vented panels remove moisture and keep you dry, reinforced toe and heel add comfort and longer product life, and graduated compression improves blood flow and circulation.""]",AMAZON FASHION,FoxRiver,1
560,B01C3OYBAU,4.0,"Nice skirt. A bit &#34;poofier&#34; than I expected, but I can deal with that.",AH3DHLWEGHPUSF4XLFB6BMRFLTZQ,2016-11-30,COSWE Women's Solid Color Lace Asymmetrical High Low Corset Skirt,27.99,4.1,213,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Skirts', 'Night Out']","['Lace,Satin', 'Zipper closure', 'Dry Clean Only עשוily', '*Material:90% Polyster,10% Elastan', 'Fashion steampunk style skirt, made by satin fabric, with wide elastic waistband, which can fit different type body, lace floral trim overlay the whole skirt', 'Asymmetrical high low length, zipper closure at back', 'It is a best choice to match with overbust or underbust steampunk corset, you will be charming in the steampunk themed parties, also, as your', 'WASHING WAY: Hand wash or dry clean your petticoat']",[],AMAZON FASHION,COSWE,1
561,B01C5D4XJ8,4.0,"Got this about a week late and had to go to the post office to pick it up its a cute pattern! So far so good, keep an update on the quilty!",AFP5QOFROXPDQLBCWZIZJQIRSLLA,2016-09-17,Wastar Portable Toiletry Bag Storage Pouch Travel Organizer with Large Capacity,,4.3,28,"['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Travel Accessories', 'Packing Organizers']",[],[],,Wastar,1
562,B01CTNQDEC,1.0,One of the two broke immediately. I am a shoe size 6.5 and when I went to put it on the elastic snapped and the plastic beads went flying everywhere. The other one seemed large and loose. Wouldn't recommend.,AH4Y2HC26VEPWZ7XEPSL3PBMVTWA,2017-07-08,"Swarovski Beach Wedding Foot Jewelry,Anklet,Destination Wedding Bridal Accessorie,Bridesmaids Gift",,4.4,583,"['Clothing, Shoes & Jewelry', 'Green Lit 197']","['Sold as a pair ,2 pieces,one for each foot.(Barefoot sandals are an all – In – one foot thong, toe ring and anklet)', 'Barefoot Sandals are One Size,But,They are very stretchy,can fit small to very large feet.(flexible for all size ankles.)', ""Comfy to wear,It won't dig into your ankle or stuck to your dress,you can wear them with shoes or without shoes (You don't even feel them )."", 'They are simple but exquisite ,stunning Sparkle ,even more beautiful than picture. A big hit for bridal events, beach & destination weddings or other special occasions.']",[],AMAZON FASHION,Lujoso,-1
563,B01CTNQDEC,5.0,BEAUTIFUL! I can't wait to wear them for my wedding!,AGV5MLNIPE655YYGIMLPT4MZTUDQ,2017-01-21,"Swarovski Beach Wedding Foot Jewelry,Anklet,Destination Wedding Bridal Accessorie,Bridesmaids Gift",,4.4,583,"['Clothing, Shoes & Jewelry', 'Green Lit 197']","['Sold as a pair ,2 pieces,one for each foot.(Barefoot sandals are an all – In – one foot thong, toe ring and anklet)', 'Barefoot Sandals are One Size,But,They are very stretchy,can fit small to very large feet.(flexible for all size ankles.)', ""Comfy to wear,It won't dig into your ankle or stuck to your dress,you can wear them with shoes or without shoes (You don't even feel them )."", 'They are simple but exquisite ,stunning Sparkle ,even more beautiful than picture. A big hit for bridal events, beach & destination weddings or other special occasions.']",[],AMAZON FASHION,Lujoso,1
564,B01CXYBJY6,5.0,Son loves,AHNVCM5GDR7OUGXX5XHWYTYU6QKA,2019-08-01,Kids Army Combat Multi-Pocket Adjustable Camouflage Vest,,4.8,115,"['Clothing, Shoes & Jewelry', 'Costumes & Accessories', 'Kids & Baby', 'Boys', 'Costumes']","['Zipper closure', 'Hand Wash Only', 'Includes one multi-pocket adjustable safari explorer vest vest for boys and girls (Vest length is approx. 19"" and width approx.19.5"")', 'Fully adjustable shoulder and side straps will accommodate mens for many years and ages', 'Fun for a Halloween costume, theme party, career days or everyday dress up', 'Vest has eight pockets to carry various toy accessories (Accessories not included)', 'Fits ages 3 - 12 years']","['Camo Army Combat Vest: This all terrain camo assault vest have eight pockets to carry provisions and tools needed for survival. Although this is designed for pretend play, it is made just like a real army vest. When you\'re out on a mission, all your survival items must be carried with you. Nylon/polyester camouflage fabric with mesh shoulders to keep cool. Adjustable straps on the sides and shoulders are designed to accommodate several ages and sizes. Soft touch closures on pockets to keep valuables secure. Imported. Khaki Safari Explorer Vest: Your little adventurer is ready for hours of pretend play in this multi-pocket adjustable safari explorer vest costume. Adjustable straps on the sides and shoulders are designed to accommodate several ages and and sizes for 3-12 years and up. Soft touch closures on pockets to keep valuables secure. Vest length is approx. 19"", approx. 19.5"" width with adjustable straps around waist, pockets measure approx. 6"" x 4"" x 2"" and approx. 10"" zipper length. Imported.']",AMAZON FASHION,Storybook Wishes,1
565,B01D4M6NJM,5.0,This was a gift. It looks very nice and seems very sturdy.,AFIUQ574VNTPBS5HAVMGI5IYFUHA,2016-06-19,mysuntown Windproof Auto Open Close Travel Umbrella Fiberglass Reinforced 8-Rib Umbrella?Black,,3.2,36,"['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Umbrellas', 'Stick Umbrellas']","['FEATURES - Automatic, compact, lightweight, waterproof, windproof and UV protection. Measures 13.4"" long and 1.2 lb weight,which is easy storage in purses, backpack,car seat and more.', ""FAST AUTO OPEN AND CLOSE - with just one slightly press of the automatic button. One second one hand operation. You don't need to wait another second to open/close this umbrella when you get out or into your car in the sun or rain. button easy umbrella."", 'COMFORTABLE AND NON-SLIP HANDLE - It is designed with a durable rubber handle that offers a firm grip to hold it when there is rain and wind, very practical.', 'SUPERIOR WIND RESISTANT FRAMEWORD - Eight fiberglass ribs and stainless steel shaft, strong metal frame to allow for greater stability in high winds, it has been tested in winds over 60mph.', 'GUARANTEE - Mysuntown would be responsible for our umbrella, we guarantee the rights and interests of our customers. If there is any quality’s problems of our umbrella, you can contact our customer service, we will give you a replacement for free.']",[],Sports & Outdoors,mysuntown,1
566,B01D8XAQHW,3.0,"I love the fabric, the colors, and the V-neck with cold shoulders.  This dress does fit snug in the tummy though.  I had thought it was a bit more flowy in the front than it is. I'm keeping  it so that if I lose a few pounds it will fit nice.  Be ware that if you lift your arms all the way up, the opening exposes all the way to your bra.  If you are dancing with your hands in the air, everything is viewable. Also, it fell lower on my legs than is shown.  I'm 5'6'' and it hit mid-calf on me.  With good heels it is still a nice length, but not the just below the knee length I was expecting.  Otherwise, I think it is a very pretty dress.",AH3O7YEAUITM5XOJODK5UHGYG66A,2017-06-26,Funfash Plus Size Women Black Cold Open Shoulders Long Maxi Dress Made in USA,33.99,3.1,8,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Dresses', 'Casual']","['92% Poly | 8% Spandex', 'Made in USA', 'Pull On closure', 'Hand Wash Only', 'Slimming open shoulders; cold shoulders with short angel sleeves', 'Quality fabric feels slinky soft and smooth on your skin', 'Full length stretchy comfortable empire waist design', 'Wrinkle free; great for packing on a vacation or cruise']",[],AMAZON FASHION,Funfash,1
567,B01DJ2G9LO,5.0,Love this dress. My daughter just loved it for her tea party theme party.,AHSXGR7VUWPBW2SVNSHGWE52GUYQ,2016-08-26,"Acecharming Flower Girls Dress,3D Rose Bowknot Lace Sequins Tutu Tulle Dress for Birthday Banquet Wedding Party Tulle Dress",23.98,4.2,662,"['Clothing, Shoes & Jewelry', 'Girls', 'Clothing', 'Dresses', 'Special Occasion']","['Tulle + Cotton', 'Zipper closure', 'Dry Clean Only', '3D rose flowers printing specific design embedded in the bodice for more elegance. If you want to get the better 3D effect of rose flower, suggest to use the hair dryer to gently blow them.', '100% soft cotton lace blending ,soft, comfortable,skin friendly and breathable.', 'Suitable for daily wear and special occasion like wedding party, holiday party, ceremony, baptism, birthday party, pageant etc.', 'Gentle Cycle Wash and Hang Dry Recommended. Dry Clean is also an option, and will lengthen the use of your Acecharming dress.', 'SIZE NOTE:Size Table means age ranges for girl, but they are for general guidance only. For most accurate fit, we recommend checking detailed measurement before purchase. Buy with confidence! If you have any concerns,Welcome to contact us.']",[],AMAZON FASHION,Acecharming,1
568,B01DL7YCPW,5.0,Christmas gift,AERQUKY3BZSEDNDMTUCYYOX2HD4A,2019-12-22,Under Armour Mens Freedom Hoodie,110.93,4.4,15,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Active', 'Active Hoodies']","['80% Cotton, 20% Polyester', 'Imported', 'Pull On closure', 'Machine Wash', 'Through UA Freedom we are committed to a minimum donation of $250,000 annually to support First Responders, Military Personnel, Law Enforcement Officers & Veterans', 'Midweight, 280g durable cotton blend fleece', 'Soft, brushed inside traps warmth', 'Front hand pockets', '9.9 oz. Cotton/Polyester']","['Through UA Freedom we are committed to a minimum donation of $250,000 annually to support First Responders, Military Personnel, Law Enforcement Officers & Veterans. Midweight, 280g durable cotton-blend fleece. Soft, brushed inside traps warmth. Front hand pockets.']",AMAZON FASHION,Under Armour,1
569,B01DNIJ74U,5.0,Supreme quality!!!,AHCKHWIC7MXZJCGCTY2WP6CAANLA,2020-11-12,Charades Men's Spartan Warrior W/Accessories,79.39,4.1,316,"['Clothing, Shoes & Jewelry', 'Costumes & Accessories', 'Men', 'Costumes & Cosplay Apparel', 'Costumes']","['100% Polyester', 'Imported', 'Pull On closure', 'Hand Wash Only', '5 piece set', 'Flat penne, pleather', 'Imported', 'Item Package Weight: 1.0 pounds']","['Defend what you believe in, wearing this flat penne Spartan warrior cape, equipped with pleather shoulder harnesses, arm and leg guards, shorts and loin cover']",AMAZON FASHION,Charades,1
570,B01DOPBXJY,5.0,"This is truly a stunning piece. I love big, so the pieces were just the size and fit for me. The picture does it no justice. The shine and glimmer of the rhinestones is amazing to the eye and truly complimented my wedding dress. I had no issues with the earrings or necklace. Everything was in tact. Probably due to the wonderful care used in packaging the items. They put effort into it. I was impressed.  The weight of earrings was comfortable to the ear. This was a last minute purchase and I am glad that I went with this item. No regrets whatsoever!",AHOI25DGQ7GJ4EWGA7ZTKSSOYZSQ,2018-07-25,Janefashions STUNNING CLEAR AUSTRIAN RHINESTONE CRYSTAL NECKLACE EARRINGS SET N12187 SILVER,29.99,4.7,124,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Jewelry Sets']","['Imported', 'You are looking at stunning necklace and earrings set. Sparkling first class Clear Genuine Austrian Rhinestones are set on beautiful shiny Silver Tone metal. This set shines a lot! It is perfect for any special occasions. Thanks for looking!', 'Size: Necklace is approx. 17 inches Long adjustable to 19 inches Long, center section is 2-5/8 inches Height, with lobster clasp. Earrings are for pierced ears, approx. 3 inches Long x 1-1/8 inch wide.', 'Condition: Brand New']",['You are looking at stunning necklace and earrings set. Sparkling first class Clear Genuine Austrian Rhinestones are set on beautiful shiny Silver Tone metal. This set shines a lot! It is perfect for any special occasions. Thanks for looking!'],AMAZON FASHION,Janefashions,1
